name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-11,20.1,11.0,14.6,20.1,11.0,14.6,6.8,61.6,0.428,100,12.5,rain,0,0,23.4,24.0,16.5,1017.3,83.7,39.1,121.2,10.5,5,,2015-01-11T07:31:40,2015-01-11T17:38:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-12,18.1,12.0,14.9,18.1,12.0,14.9,10.9,79.0,0.708,100,12.5,rain,0,0,15.1,137.2,256.0,1018.5,79.6,35.7,109.4,9.4,5,,2015-01-12T07:31:33,2015-01-12T17:39:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-13,16.6,10.5,12.6,16.6,10.5,12.6,9.4,81.8,1.791,100,12.5,rain,0,0,27.7,18.4,17.6,1016.3,77.8,22.3,71.5,6.1,3,,2015-01-13T07:31:24,2015-01-13T17:40:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-14,17.2,7.0,11.9,17.2,4.5,11.5,4.8,64.8,0.0,0,0.0,,0,0,17.3,23.8,19.1,1019.3,31.3,35.1,150.0,12.9,6,,2015-01-14T07:31:14,2015-01-14T17:40:58,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-15,22.0,8.0,14.1,22.0,5.2,13.7,1.1,44.7,0.0,0,0.0,,0,0,20.9,22.3,25.3,1023.6,8.4,41.9,161.5,13.9,6,,2015-01-15T07:31:02,2015-01-15T17:41:53,0.84,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-16,21.1,9.0,14.8,21.1,5.9,14.6,0.1,39.6,0.0,0,0.0,,0,0,22.7,22.1,11.8,1021.1,18.5,35.8,164.8,14.2,6,,2015-01-16T07:30:48,2015-01-16T17:42:49,0.88,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-17,21.1,7.6,14.0,21.1,6.2,13.7,0.3,41.6,0.0,0,0.0,,0,0,17.6,18.3,12.7,1021.6,12.8,36.5,162.1,14.0,6,,2015-01-17T07:30:32,2015-01-17T17:43:46,0.91,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-18,22.1,8.1,15.1,22.1,8.1,15.1,2.0,43.8,0.0,0,0.0,,0,0,16.9,12.9,4.4,1022.2,30.8,36.5,154.5,13.4,6,,2015-01-18T07:30:14,2015-01-18T17:44:43,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-19,23.0,9.9,15.2,23.0,9.2,15.2,3.0,46.0,0.0,0,0.0,,0,0,17.3,9.4,34.6,1018.7,35.5,37.8,158.8,13.7,6,,2015-01-19T07:29:55,2015-01-19T17:45:40,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-20,23.1,8.1,15.3,23.1,6.5,15.1,2.9,46.3,0.0,0,0.0,,0,0,16.2,12.9,32.6,1014.3,37.9,34.5,155.5,13.3,6,,2015-01-20T07:29:33,2015-01-20T17:46:37,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-21,21.0,12.0,15.9,21.0,12.0,15.9,2.6,42.5,0.0,0,0.0,,0,0,33.5,71.6,355.8,1011.2,52.5,41.1,147.3,12.9,5,,2015-01-21T07:29:10,2015-01-21T17:47:35,0.04,Partially cloudy,Partly cloudy throughout the day.,wind,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-22,16.1,8.1,12.6,16.1,5.6,12.4,-9.8,21.6,0.0,0,0.0,,0,0,40.7,27.7,7.5,1021.8,2.1,45.1,176.9,15.2,7,,2015-01-22T07:28:46,2015-01-22T17:48:33,0.08,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-23,16.0,5.0,10.9,16.0,2.8,10.6,-6.8,29.5,0.0,0,0.0,,0,0,19.4,18.2,324.7,1024.0,36.5,40.4,150.3,12.9,6,,2015-01-23T07:28:19,2015-01-23T17:49:31,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-24,24.0,10.4,16.2,24.0,10.4,16.2,-8.3,19.8,0.0,0,0.0,,0,0,38.9,36.9,39.7,1018.6,21.3,41.7,174.8,15.2,7,,2015-01-24T07:27:51,2015-01-24T17:50:30,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-25,24.1,9.1,15.6,24.1,9.1,15.6,-4.9,25.1,0.0,0,0.0,,0,0,23.8,25.8,23.4,1018.1,42.6,44.5,173.1,15.1,7,,2015-01-25T07:27:21,2015-01-25T17:51:28,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-26,21.2,11.9,15.8,21.2,11.9,15.8,-0.8,34.1,0.586,100,8.33,rain,0,0,23.4,23.8,349.3,1019.2,77.5,39.7,103.4,8.8,4,,2015-01-26T07:26:50,2015-01-26T17:52:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-27,21.1,12.0,16.1,21.1,12.0,16.1,9.5,67.3,0.305,100,8.33,rain,0,0,17.6,18.2,352.1,1021.3,77.3,39.8,140.6,12.1,6,,2015-01-27T07:26:16,2015-01-27T17:53:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-28,22.1,11.0,16.5,22.1,11.0,16.5,8.9,63.4,0.0,0,0.0,,0,0,20.5,16.4,316.7,1019.3,51.7,37.8,166.7,14.5,6,,2015-01-28T07:25:42,2015-01-28T17:54:24,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-29,20.1,14.0,16.2,20.1,14.0,16.2,9.3,65.8,0.889,100,25.0,rain,0,0,20.9,14.7,353.0,1016.9,83.2,30.8,81.5,6.8,5,,2015-01-29T07:25:05,2015-01-29T17:55:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-30,15.0,12.0,13.4,15.0,12.0,13.4,12.4,93.6,7.695,100,79.17,rain,0,0,31.0,13.6,62.9,1011.5,99.2,12.0,17.6,1.6,1,,2015-01-30T07:24:27,2015-01-30T17:56:20,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-01-31,14.1,11.0,12.8,14.1,11.0,12.8,11.9,94.8,0.167,100,20.83,rain,0,0,18.0,18.3,86.5,1010.5,87.9,31.4,91.1,7.8,4,,2015-01-31T07:23:47,2015-01-31T17:57:19,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-01,19.7,8.0,13.2,19.7,6.4,13.1,9.1,78.7,0.16,100,8.33,rain,0,0,17.3,16.4,317.3,1016.8,25.1,24.4,171.0,14.7,7,,2015-02-01T07:23:06,2015-02-01T17:58:17,0.42,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-02,21.2,8.0,14.7,21.2,6.4,14.4,5.4,59.8,0.0,0,0.0,,0,0,16.9,18.2,347.1,1017.4,24.6,40.7,183.2,15.9,7,,2015-02-02T07:22:24,2015-02-02T17:59:15,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-03,22.9,9.0,15.7,22.9,7.5,15.6,6.6,57.6,0.0,0,0.0,,0,0,15.8,9.3,37.7,1016.5,33.3,33.5,184.7,15.9,7,,2015-02-03T07:21:39,2015-02-03T18:00:13,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-04,24.0,10.0,16.5,24.0,8.2,16.4,7.4,57.9,0.0,0,0.0,,0,0,16.9,12.9,16.2,1017.9,20.9,35.1,187.1,16.1,7,,2015-02-04T07:20:54,2015-02-04T18:01:11,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-05,26.1,10.1,17.8,26.1,10.1,17.8,5.9,49.9,0.0,0,0.0,,0,0,18.4,22.2,356.6,1018.4,15.5,42.4,192.0,16.8,7,,2015-02-05T07:20:07,2015-02-05T18:02:09,0.56,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-06,28.0,12.0,18.8,26.7,12.0,18.6,3.8,40.2,0.0,0,0.0,,0,0,17.6,12.8,49.4,1018.4,12.4,38.8,189.2,16.5,7,,2015-02-06T07:19:18,2015-02-06T18:03:06,0.59,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-07,26.1,11.0,17.9,26.1,11.0,17.9,4.5,44.1,0.0,0,0.0,,0,0,16.9,14.6,14.4,1018.1,0.0,37.8,195.6,16.9,7,,2015-02-07T07:18:28,2015-02-07T18:04:03,0.63,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-08,26.1,11.0,18.3,26.1,11.0,18.3,4.4,43.3,0.0,0,0.0,,0,0,17.3,16.5,351.0,1018.0,1.2,40.8,192.5,16.7,7,,2015-02-08T07:17:37,2015-02-08T18:05:00,0.66,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-09,27.7,12.1,19.2,26.7,12.1,19.0,6.2,45.3,0.0,0,0.0,,0,0,20.5,12.9,26.1,1016.3,0.0,32.2,196.2,16.9,7,,2015-02-09T07:16:45,2015-02-09T18:05:56,0.69,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-10,26.1,12.7,19.1,26.1,12.7,19.1,4.4,41.6,0.0,0,0.0,,0,0,24.8,16.5,351.2,1012.7,2.3,35.5,200.6,17.3,7,,2015-02-10T07:15:51,2015-02-10T18:06:53,0.73,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-11,26.1,11.0,19.1,26.1,11.0,19.1,-0.7,31.5,0.0,0,0.0,,0,0,45.3,26.4,23.6,1015.6,10.1,49.8,203.3,17.7,7,,2015-02-11T07:14:55,2015-02-11T18:07:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-12,24.7,15.0,19.4,24.7,15.0,19.4,-1.5,24.9,0.0,0,0.0,,0,0,37.1,27.6,52.0,1020.4,26.2,36.4,204.0,17.6,7,,2015-02-12T07:13:59,2015-02-12T18:08:44,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-13,25.1,13.0,19.4,25.1,13.0,19.4,0.9,30.3,0.0,0,0.0,,0,0,33.5,14.7,71.4,1018.6,2.2,36.4,204.5,17.7,7,,2015-02-13T07:13:02,2015-02-13T18:09:40,0.83,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-14,27.1,14.1,20.8,26.2,14.1,20.7,2.8,32.1,0.0,0,0.0,,0,0,42.5,18.2,10.4,1016.5,49.6,39.8,194.5,16.7,7,,2015-02-14T07:12:03,2015-02-14T18:10:35,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-15,24.4,16.0,20.2,24.4,16.0,20.2,7.2,43.7,0.0,0,0.0,,0,0,27.0,16.5,333.3,1013.8,56.4,33.2,172.9,14.9,7,,2015-02-15T07:11:03,2015-02-15T18:11:29,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-16,24.1,12.0,18.4,24.1,12.0,18.4,8.2,53.6,0.0,0,0.0,,0,0,35.6,14.8,292.2,1012.9,17.5,35.1,205.8,17.7,7,,2015-02-16T07:10:02,2015-02-16T18:12:24,0.93,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-17,23.1,12.0,18.0,23.1,12.0,18.0,-5.7,23.0,0.0,0,0.0,,0,0,24.8,18.3,342.7,1017.2,13.7,38.8,216.2,18.6,8,,2015-02-17T07:09:00,2015-02-17T18:13:18,0.96,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-18,24.1,10.0,16.8,24.1,9.1,16.8,-4.0,25.7,0.0,0,0.0,,0,0,23.0,12.9,15.4,1018.9,23.1,39.6,216.0,18.5,8,,2015-02-18T07:07:57,2015-02-18T18:14:11,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-19,24.1,10.1,17.2,24.1,10.1,17.2,-1.5,30.0,0.0,0,0.0,,0,0,19.4,11.1,13.9,1016.7,62.6,37.8,203.1,17.6,7,,2015-02-19T07:06:52,2015-02-19T18:15:05,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-20,24.1,12.0,17.9,24.1,12.0,17.9,-0.2,30.9,0.0,0,0.0,,0,0,22.7,12.9,42.7,1012.3,53.8,32.5,171.8,14.8,6,,2015-02-20T07:05:47,2015-02-20T18:15:57,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-21,24.1,11.7,18.2,24.1,11.7,18.2,2.1,36.0,0.0,0,0.0,,0,0,25.9,14.7,340.7,1009.9,58.6,40.1,212.0,18.3,8,,2015-02-21T07:04:41,2015-02-21T18:16:50,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-22,20.2,13.0,16.9,20.2,13.0,16.9,5.4,46.7,0.0,0,0.0,,0,0,37.1,18.3,281.6,1009.4,68.2,34.5,152.5,13.2,6,,2015-02-22T07:03:34,2015-02-22T18:17:42,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-23,18.1,14.1,16.1,18.1,14.1,16.1,7.3,56.6,0.489,100,12.5,rain,0,0,37.1,27.6,166.1,1013.4,81.2,30.2,128.0,11.0,5,,2015-02-23T07:02:26,2015-02-23T18:18:34,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-24,17.2,9.1,12.9,17.2,7.6,12.8,3.7,55.3,0.0,0,0.0,,0,0,53.6,25.2,266.5,1016.0,62.4,37.1,209.9,18.0,7,,2015-02-24T07:01:17,2015-02-24T18:19:25,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-25,19.1,6.0,13.4,19.1,4.0,13.1,1.2,47.7,0.0,0,0.0,,0,0,24.5,18.3,358.2,1017.4,16.3,41.1,230.2,19.8,8,,2015-02-25T07:00:07,2015-02-25T18:20:17,0.25,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-26,23.0,9.0,16.2,23.0,7.0,16.0,-0.9,34.7,0.0,0,0.0,,0,0,27.4,14.8,314.7,1010.5,42.2,41.7,231.4,20.0,8,,2015-02-26T06:58:57,2015-02-26T18:21:07,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-27,23.1,9.0,16.8,23.1,7.5,16.8,-0.7,32.5,0.0,0,0.0,,0,0,33.5,18.3,212.8,1005.1,29.8,34.5,227.4,19.5,8,,2015-02-27T06:57:46,2015-02-27T18:21:58,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-02-28,20.0,14.0,16.7,20.0,14.0,16.7,5.9,49.4,0.083,100,8.33,rain,0,0,37.1,27.7,182.0,1008.4,88.3,35.2,86.7,7.5,4,,2015-02-28T06:56:34,2015-02-28T18:22:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-03-01,22.1,15.1,18.4,22.1,15.1,18.4,7.8,50.9,0.0,0,0.0,,0,0,41.4,18.4,165.0,1012.9,86.7,37.5,145.7,12.5,6,,2015-03-01T06:55:21,2015-03-01T18:23:37,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-03-02,18.3,9.1,13.2,18.3,6.2,12.7,9.2,79.1,1.695,100,33.33,rain,0,0,54.4,22.2,176.0,1012.8,93.7,20.1,50.7,4.4,2,,2015-03-02T06:54:07,2015-03-02T18:24:27,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-03-03,15.1,7.0,12.3,15.1,6.0,12.1,6.0,68.2,1.153,100,20.83,rain,0,0,19.8,17.9,265.7,1012.1,77.5,40.6,198.3,17.1,7,,2015-03-03T06:52:53,2015-03-03T18:25:16,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-03-04,19.1,7.0,13.3,19.1,4.5,13.0,2.7,54.1,0.0,0,0.0,,0,0,29.5,14.7,293.3,1014.9,18.9,45.7,242.3,21.0,8,,2015-03-04T06:51:39,2015-03-04T18:26:05,0.47,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2015-03-05,22.1,8.9,15.5,22.1,6.5,15.3,-6.0,26.0,0.0,0,0.0,,0,0,24.1,18.3,9.1,1022.4,1.1,42.4,217.8,17.3,9,,2015-03-05T06:50:24,2015-03-05T18:26:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ"
