name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-25,11.1,2.2,7.2,11.1,-1.3,5.1,3.6,78.1,11.942,100,54.17,rain,0,0,75.9,25.9,140.7,1008.1,89.9,14.7,45.6,3.9,2,,2021-01-25T07:27:05,2021-01-25T17:52:00,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,SRP35,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-26,9.4,5.0,6.8,7.7,1.6,4.1,0.4,64.9,0.602,100,20.83,rain,0,0,60.1,24.1,157.5,1013.9,75.2,15.6,82.5,7.2,5,,2021-01-26T07:26:33,2021-01-26T17:52:58,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72278903192,KSDL,72278023183,KPHX,SRP10,72278303185,SRP35,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-27,15.7,3.4,9.2,15.7,0.1,7.9,-1.2,51.8,0.0,0,0.0,,0,0,29.5,26.6,28.8,1021.8,0.1,16.0,160.4,13.8,6,,2021-01-27T07:25:59,2021-01-27T17:53:57,0.47,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-28,22.2,10.6,14.9,22.2,10.6,14.9,-3.1,29.8,0.0,0,0.0,,0,0,27.7,20.5,39.2,1015.8,0.2,16.0,124.9,10.6,5,,2021-01-28T07:25:23,2021-01-28T17:54:55,0.5,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-29,19.3,8.3,13.7,19.3,7.1,13.5,2.4,51.8,3.795,100,12.5,rain,0,0,50.0,29.5,226.1,1012.1,26.3,15.0,104.6,9.1,5,,2021-01-29T07:24:46,2021-01-29T17:55:54,0.54,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-30,16.1,6.1,10.7,16.1,4.2,9.8,4.2,67.2,0.003,100,4.17,rain,0,0,18.7,18.3,19.4,1019.5,3.8,15.9,163.2,14.2,6,,2021-01-30T07:24:07,2021-01-30T17:56:52,0.57,Rain,Clear conditions throughout the day with early morning rain.,rain,"72278903192,KSDL,72278023183,KPHX,72278303185,SRP36,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-01-31,22.2,7.8,15.1,22.2,5.9,14.4,-1.4,35.9,0.0,0,0.0,,0,0,23.4,22.2,30.8,1019.8,0.1,16.0,153.7,13.4,6,,2021-01-31T07:23:26,2021-01-31T17:57:50,0.61,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-01,22.8,15.6,18.4,22.8,15.6,18.4,-2.1,25.0,0.0,0,0.0,,0,0,25.9,24.0,32.1,1018.2,4.9,16.0,73.3,6.3,3,,2021-02-01T07:22:44,2021-02-01T17:58:48,0.64,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,SRP10,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-02,27.2,16.7,21.0,26.3,16.7,20.9,3.2,31.7,0.0,0,0.0,,0,0,16.9,20.5,14.1,1015.1,1.4,16.0,161.1,14.1,6,,2021-02-02T07:22:01,2021-02-02T17:59:47,0.68,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-03,25.7,17.2,20.9,25.7,17.2,20.9,6.3,39.9,0.0,0,0.0,,0,0,20.5,14.8,213.1,1012.1,46.0,16.0,148.5,12.9,5,,2021-02-03T07:21:16,2021-02-03T18:00:44,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-04,21.7,12.2,17.2,21.7,12.2,17.2,-0.1,33.3,0.0,0,0.0,,0,0,33.5,18.4,239.5,1012.9,0.1,16.0,173.0,14.9,6,,2021-02-04T07:20:29,2021-02-04T18:01:42,0.75,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-05,19.4,8.8,13.5,19.4,7.8,13.4,-3.8,31.6,0.0,0,0.0,,0,0,25.2,13.0,15.1,1014.6,0.0,16.0,175.9,15.3,7,,2021-02-05T07:19:41,2021-02-05T18:02:40,0.79,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-06,21.2,8.3,14.2,21.2,6.8,13.9,-3.6,31.1,0.0,0,0.0,,0,0,20.9,11.2,352.6,1014.2,0.0,16.0,180.3,15.6,7,,2021-02-06T07:18:52,2021-02-06T18:03:37,0.82,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-07,21.2,7.9,14.4,21.2,6.6,14.2,-3.5,30.9,0.0,0,0.0,,0,0,20.2,12.9,7.1,1011.7,0.1,16.0,177.9,15.4,7,,2021-02-07T07:18:02,2021-02-07T18:04:34,0.86,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-08,22.9,8.9,15.4,22.9,7.7,15.2,-4.1,28.7,0.0,0,0.0,,0,0,16.9,16.5,30.0,1012.6,0.1,16.0,186.0,16.0,7,,2021-02-08T07:17:10,2021-02-08T18:05:30,0.89,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,MAUP,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-09,22.8,10.6,16.1,22.8,10.6,16.1,-4.5,25.3,0.0,0,0.0,,0,0,22.3,12.9,44.9,1012.7,0.1,16.0,153.8,13.3,7,,2021-02-09T07:16:16,2021-02-09T18:06:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-10,22.2,12.2,17.1,22.2,12.2,17.1,-3.1,26.1,0.0,0,0.0,,0,0,20.2,11.2,104.0,1011.0,0.2,16.0,182.3,15.6,7,,2021-02-10T07:15:22,2021-02-10T18:07:23,0.96,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-11,22.9,10.6,16.1,22.9,10.6,16.1,-2.1,30.2,0.0,0,0.0,,0,0,23.4,11.2,40.8,1012.6,0.1,16.0,187.0,15.9,7,,2021-02-11T07:14:26,2021-02-11T18:08:19,0.0,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,MAUP,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-12,21.7,12.9,17.0,21.7,12.9,17.0,-0.1,32.2,0.0,0,0.0,,0,0,40.7,18.3,208.4,1007.7,11.0,16.0,171.9,14.9,7,,2021-02-12T07:13:29,2021-02-12T18:09:14,0.03,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-13,20.7,8.9,14.8,20.7,7.4,14.7,2.7,46.2,0.0,0,0.0,,0,0,57.2,37.0,205.4,1005.7,12.9,16.0,170.0,14.6,7,,2021-02-13T07:12:31,2021-02-13T18:10:10,0.06,Clear,Clear conditions throughout the day.,clear-day,"72278903192,MASP,KSDL,C6682,72278023183,SRP40,KPHX,72278303185,KFFZ"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-14,17.8,10.0,13.3,17.8,10.0,13.3,-1.2,38.6,0.0,0,0.0,,0,0,31.7,18.3,252.6,1005.8,30.0,16.0,186.0,16.1,7,,2021-02-14T07:11:31,2021-02-14T18:11:04,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72278903192,KSDL,C6682,72278023183,SRP40,KPHX,SRP30,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-15,17.2,6.7,12.3,17.2,6.7,12.0,-6.2,28.0,0.0,0,0.0,,0,0,23.8,18.3,139.2,1012.8,2.2,16.0,174.7,15.1,7,,2021-02-15T07:10:31,2021-02-15T18:11:59,0.13,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,C6682,72278023183,KPHX,72278303185,KFFZ,MAUP"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-16,18.9,10.7,14.6,18.9,10.7,14.6,-5.6,25.3,0.0,0,0.0,,0,0,48.1,25.9,239.9,1007.6,51.7,16.0,150.2,13.0,7,,2021-02-16T07:09:29,2021-02-16T18:12:53,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-17,17.9,5.7,12.3,17.9,4.7,12.1,-8.6,24.0,0.0,0,0.0,,0,0,53.6,27.7,299.5,1010.2,13.3,16.0,195.5,16.9,7,,2021-02-17T07:08:26,2021-02-17T18:13:47,0.19,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-18,17.8,7.2,12.1,17.8,5.9,11.7,-10.1,20.9,0.0,0,0.0,,0,0,37.1,16.5,8.0,1021.7,0.0,15.9,204.1,17.7,7,,2021-02-18T07:07:23,2021-02-18T18:14:40,0.22,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-19,21.2,8.3,13.8,21.2,6.5,13.2,-9.3,20.6,0.0,0,0.0,,0,0,20.2,24.0,3.6,1021.9,0.0,16.0,202.0,17.2,7,,2021-02-19T07:06:18,2021-02-19T18:15:33,0.25,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-20,24.4,7.9,15.8,24.4,7.2,15.7,-7.7,20.9,0.0,0,0.0,,0,0,51.8,29.5,268.8,1014.5,0.0,16.0,201.1,17.3,7,,2021-02-20T07:05:12,2021-02-20T18:16:26,0.29,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-21,20.6,8.4,14.7,20.6,7.2,14.6,-8.4,21.7,0.0,0,0.0,,0,0,27.4,14.7,359.9,1021.6,0.0,16.0,207.0,17.8,7,,2021-02-21T07:04:05,2021-02-21T18:17:18,0.32,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-22,24.3,9.3,16.2,24.3,6.7,16.0,-10.0,16.6,0.0,0,0.0,,0,0,22.0,18.3,350.4,1021.0,0.0,15.9,212.2,18.3,7,,2021-02-22T07:02:58,2021-02-22T18:18:10,0.35,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-23,24.4,9.4,17.2,24.4,8.9,17.1,-7.5,19.3,0.0,0,0.0,,0,0,24.5,12.9,15.8,1014.5,0.1,16.0,213.8,18.4,7,,2021-02-23T07:01:49,2021-02-23T18:19:02,0.39,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-24,24.4,10.6,17.0,24.4,10.6,17.0,-6.0,21.9,0.0,0,0.0,,0,0,25.9,14.9,135.2,1013.6,0.1,16.0,210.4,18.1,7,,2021-02-24T07:00:40,2021-02-24T18:19:53,0.42,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-25,18.9,10.0,14.3,18.9,10.0,14.3,-7.2,23.7,0.0,0,0.0,,0,0,42.5,22.3,235.3,1014.6,0.0,16.0,215.3,18.5,8,,2021-02-25T06:59:30,2021-02-25T18:20:44,0.45,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-26,19.4,6.2,12.9,19.4,5.3,12.6,-8.4,23.6,0.0,0,0.0,,0,0,22.0,11.1,75.1,1013.8,0.1,16.0,219.0,18.9,8,,2021-02-26T06:58:19,2021-02-26T18:21:35,0.48,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-27,20.7,7.2,13.9,20.7,5.8,13.5,-9.8,20.1,0.0,0,0.0,,0,0,31.3,18.4,271.8,1009.9,0.1,16.0,218.9,18.8,8,,2021-02-27T06:57:07,2021-02-27T18:22:25,0.5,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-02-28,16.7,7.9,12.5,16.7,5.9,12.2,-17.7,11.5,0.0,0,0.0,,0,0,51.8,31.0,346.8,1017.1,2.1,16.0,206.0,17.7,7,,2021-02-28T06:55:55,2021-02-28T18:23:15,0.55,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-03-01,20.0,6.1,13.1,20.0,3.8,12.6,-16.3,11.7,0.0,0,0.0,,0,0,22.0,16.5,30.8,1022.2,0.0,16.0,228.3,19.8,8,,2021-03-01T06:54:42,2021-03-01T18:24:04,0.59,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-03-02,24.4,11.7,18.1,24.4,11.7,18.1,-9.2,15.8,0.0,0,0.0,,0,0,41.0,18.3,71.6,1013.5,0.1,16.0,222.9,19.4,8,,2021-03-02T06:53:28,2021-03-02T18:24:54,0.62,Clear,Clear conditions throughout the day.,clear-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-03-03,28.8,10.0,18.6,27.3,10.0,18.4,-6.6,20.4,0.0,0,0.0,,0,0,72.3,53.5,196.6,1009.9,17.4,15.7,215.5,18.7,8,,2021-03-03T06:52:14,2021-03-03T18:25:43,0.66,Clear,Clear conditions throughout the day.,wind,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
"4800 E Falcon Dr, Mesa, AZ 85215, United States",2021-03-04,20.0,11.7,15.8,20.0,11.7,15.8,3.3,44.7,0.0,0,0.0,,0,0,25.9,14.8,191.0,1019.5,20.1,16.0,208.1,18.1,7,,2021-03-04T06:50:59,2021-03-04T18:26:31,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,KSDL,72278023183,KPHX,72278303185,KFFZ,SRP36"
