Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Roosevelt Lake (Roosevelt Dam),67,"2,122.14","1,088,511",28.86,"543,021",-986,0.00,2021-07-28,106,85 ,65,21
Apache Lake (Horse Mesa Dam),92,"1,906.67","226,072",7.33,"19,066",191,0.00,2021-07-28,106,85 ,65,21
Canyon Lake (Mormon Flat Dam),96,"1,658.01","55,506",2.49,"2,346",-56,0.00,2021-07-28,106,85 ,65,21
Saguaro Lake (Stewart Mountain Dam),95,"1,526.02","66,054",2.98,"3,711","1,296",0.00,2021-07-28,106,85 ,65,21
Total Salt system,72,,"1,436,143",,"568,144",445,,2021-07-28,106,85 ,65,21
Horseshoe Lake (Horseshoe Dam),23,"1,984.86","25,447",41.14,"83,770","3,657",0.00,2021-07-28,106,85 ,65,21
Bartlett Lake (Bartlett Dam),47,"1,755.65","84,262",42.35,"93,924",1,0.00,2021-07-28,106,85 ,65,21
Total Verde system,38,,"109,709",,"177,694","3,658",,2021-07-28,106,85 ,65,21
Total Reservoir System,67,,"1,545,852",,"745,838","4,103",,2021-07-28,106,85 ,65,21
Total system year ago,89,,,,,,,2021-07-28,106,85 ,65,21
Roosevelt Lake (Roosevelt Dam),67,"2,122.06","1,087,287",28.94,"544,245","-1,224",0.00,2021-07-29,106,85 ,59,20
Apache Lake (Horse Mesa Dam),92,"1,906.61","225,919",7.39,"19,219",-153,0.00,2021-07-29,106,85 ,59,20
Canyon Lake (Mormon Flat Dam),97,"1,658.44","55,906",2.06,"1,946",400,0.00,2021-07-29,106,85 ,59,20
Saguaro Lake (Stewart Mountain Dam),95,"1,526.46","66,597",2.54,"3,168",543,0.00,2021-07-29,106,85 ,59,20
Total Salt system,72,,"1,435,709",,"568,578",-434,,2021-07-29,106,85 ,59,20
Horseshoe Lake (Horseshoe Dam),25,"1,985.93","26,999",40.07,"82,218","1,552",0.00,2021-07-29,106,85 ,59,20
Bartlett Lake (Bartlett Dam),47,"1,755.55","84,095",42.45,"94,091",-167,0.00,2021-07-29,106,85 ,59,20
Total Verde system,39,,"111,094",,"176,309","1,385",,2021-07-29,106,85 ,59,20
Total Reservoir System,67,,"1,546,803",,"744,887",951,,2021-07-29,106,85 ,59,20
Total system year ago,89,,,,,,,2021-07-29,106,85 ,59,20
Roosevelt Lake (Roosevelt Dam),67,"2,122.04","1,086,950",28.96,"544,582",-337,0.01,2021-07-30,106,85 ,47,26
Apache Lake (Horse Mesa Dam),93,"1,907.33","227,754",6.67,"17,384","1,835",0.00,2021-07-30,106,85 ,47,26
Canyon Lake (Mormon Flat Dam),96,"1,657.99","55,486",2.51,"2,366",-420,0.00,2021-07-30,106,85 ,47,26
Saguaro Lake (Stewart Mountain Dam),95,"1,526.36","66,476",2.64,"3,289",-121,0.00,2021-07-30,106,85 ,47,26
Total Salt system,72,,"1,436,666",,"567,621",957,,2021-07-30,106,85 ,47,26
Horseshoe Lake (Horseshoe Dam),26,"1,986.71","28,152",39.29,"81,065","1,153",0.00,2021-07-30,106,85 ,47,26
Bartlett Lake (Bartlett Dam),47,"1,755.41","83,858",42.59,"94,328",-237,0.00,2021-07-30,106,85 ,47,26
Total Verde system,39,,"112,010",,"175,393",916,,2021-07-30,106,85 ,47,26
Total Reservoir System,68,,"1,548,676",,"743,014","1,873",,2021-07-30,106,85 ,47,26
Total system year ago,89,,,,,,,2021-07-30,106,85 ,47,26
Roosevelt Lake (Roosevelt Dam),67,"2,122.16","1,088,884",28.84,"542,648","1,934",0.00,2021-07-31,-,- ,-,-
Apache Lake (Horse Mesa Dam),93,"1,907.77","228,887",6.23,"16,251","1,133",0.20,2021-07-31,-,- ,-,-
Canyon Lake (Mormon Flat Dam),95,"1,657.67","55,190",2.83,"2,662",-296,0.20,2021-07-31,-,- ,-,-
Saguaro Lake (Stewart Mountain Dam),92,"1,524.67","64,413",4.33,"5,352","-2,063",0.20,2021-07-31,-,- ,-,-
Total Salt system,72,,"1,437,374",,"566,913",708,,2021-07-31,-,- ,-,-
Horseshoe Lake (Horseshoe Dam),27,"1,987.39","29,155",38.61,"80,062","1,003",0.00,2021-07-31,-,- ,-,-
Bartlett Lake (Bartlett Dam),47,"1,755.35","83,764",42.65,"94,422",-94,0.24,2021-07-31,-,- ,-,-
Total Verde system,39,,"112,919",,"174,484",909,,2021-07-31,-,- ,-,-
Total Reservoir System,68,,"1,550,293",,"741,397","1,617",,2021-07-31,-,- ,-,-
Total system year ago,89,,,,,,,2021-07-31,-,- ,-,-
Roosevelt Lake (Roosevelt Dam),67,"2,122.11","1,088,034",28.89,"543,498",-850,0.00,2021-08-01,106,85 ,88,28
Apache Lake (Horse Mesa Dam),94,"1,908.08","229,675",5.92,"15,463",788,0.00,2021-08-01,106,85 ,88,28
Canyon Lake (Mormon Flat Dam),95,"1,657.20","54,749",3.30,"3,103",-441,0.00,2021-08-01,106,85 ,88,28
Saguaro Lake (Stewart Mountain Dam),93,"1,524.92","64,721",4.08,"5,044",308,0.00,2021-08-01,106,85 ,88,28
Total Salt system,72,,"1,437,179",,"567,108",-195,,2021-08-01,106,85 ,88,28
Horseshoe Lake (Horseshoe Dam),27,"1,987.93","29,980",38.07,"79,237",825,0.00,2021-08-01,106,85 ,88,28
Bartlett Lake (Bartlett Dam),47,"1,755.29","83,657",42.71,"94,529",-107,0.00,2021-08-01,106,85 ,88,28
Total Verde system,40,,"113,637",,"173,766",718,,2021-08-01,106,85 ,88,28
Total Reservoir System,68,,"1,550,816",,"740,874",523,,2021-08-01,106,85 ,88,28
Total system year ago,89,,,,,,,2021-08-01,106,85 ,88,28
Roosevelt Lake (Roosevelt Dam),67,"2,122.07","1,087,350",28.93,"544,182",-684,0.00,2021-08-02,106,85 ,55,25
Apache Lake (Horse Mesa Dam),94,"1,908.09","229,713",5.91,"15,425",38,0.00,2021-08-02,106,85 ,55,25
Canyon Lake (Mormon Flat Dam),95,"1,657.17","54,721",3.33,"3,131",-28,0.00,2021-08-02,106,85 ,55,25
Saguaro Lake (Stewart Mountain Dam),93,"1,524.99","64,804",4.01,"4,961",83,0.00,2021-08-02,106,85 ,55,25
Total Salt system,72,,"1,436,588",,"567,699",-591,,2021-08-02,106,85 ,55,25
Horseshoe Lake (Horseshoe Dam),28,"1,988.47","30,796",37.53,"78,421",816,0.00,2021-08-02,106,85 ,55,25
Bartlett Lake (Bartlett Dam),47,"1,755.22","83,542",42.78,"94,644",-115,0.00,2021-08-02,106,85 ,55,25
Total Verde system,40,,"114,338",,"173,065",701,,2021-08-02,106,85 ,55,25
Total Reservoir System,68,,"1,550,926",,"740,764",110,,2021-08-02,106,85 ,55,25
Total system year ago,89,,,,,,,2021-08-02,106,85 ,55,25
Roosevelt Lake (Roosevelt Dam),67,"2,122.11","1,088,045",28.89,"543,487",695,0.16,2021-08-03,106,85 ,42,18
Apache Lake (Horse Mesa Dam),94,"1,907.91","229,252",6.09,"15,886",-461,0.00,2021-08-03,106,85 ,42,18
Canyon Lake (Mormon Flat Dam),96,"1,658.08","55,569",2.42,"2,283",848,0.00,2021-08-03,106,85 ,42,18
Saguaro Lake (Stewart Mountain Dam),93,"1,525.02","64,840",3.98,"4,925",36,0.00,2021-08-03,106,85 ,42,18
Total Salt system,72,,"1,437,706",,"566,581","1,118",,2021-08-03,106,85 ,42,18
Horseshoe Lake (Horseshoe Dam),29,"1,989.04","31,689",36.96,"77,528",893,0.00,2021-08-03,106,85 ,42,18
Bartlett Lake (Bartlett Dam),47,"1,755.10","83,341",42.90,"94,845",-201,0.00,2021-08-03,106,85 ,42,18
Total Verde system,40,,"115,030",,"172,373",692,,2021-08-03,106,85 ,42,18
Total Reservoir System,68,,"1,552,736",,"738,954","1,810",,2021-08-03,106,85 ,42,18
Total system year ago,89,,,,,,,2021-08-03,106,85 ,42,18
Roosevelt Lake (Roosevelt Dam),67,"2,122.04","1,087,004",28.96,"544,528","-1,041",0.00,2021-08-04,106,84 ,44,14
Apache Lake (Horse Mesa Dam),94,"1,908.53","230,851",5.47,"14,287","1,599",0.00,2021-08-04,106,84 ,44,14
Canyon Lake (Mormon Flat Dam),96,"1,657.87","55,373",2.63,"2,479",-196,0.00,2021-08-04,106,84 ,44,14
Saguaro Lake (Stewart Mountain Dam),92,"1,524.30","63,971",4.70,"5,794",-869,0.00,2021-08-04,106,84 ,44,14
Total Salt system,72,,"1,437,199",,"567,088",-507,,2021-08-04,106,84 ,44,14
Horseshoe Lake (Horseshoe Dam),30,"1,989.48","32,365",36.52,"76,852",676,0.00,2021-08-04,106,84 ,44,14
Bartlett Lake (Bartlett Dam),47,"1,754.98","83,137",43.02,"95,049",-204,0.00,2021-08-04,106,84 ,44,14
Total Verde system,40,,"115,502",,"171,901",472,,2021-08-04,106,84 ,44,14
Total Reservoir System,68,,"1,552,701",,"738,989",-35,,2021-08-04,106,84 ,44,14
Total system year ago,88,,,,,,,2021-08-04,106,84 ,44,14
Roosevelt Lake (Roosevelt Dam),67,"2,121.99","1,086,059",29.01,"545,473",-945,0.00,2021-08-05,106,84 ,36,9
Apache Lake (Horse Mesa Dam),94,"1,908.27","230,175",5.73,"14,963",-676,0.00,2021-08-05,106,84 ,36,9
Canyon Lake (Mormon Flat Dam),96,"1,657.88","55,387",2.62,"2,465",14,0.00,2021-08-05,106,84 ,36,9
Saguaro Lake (Stewart Mountain Dam),92,"1,524.67","64,422",4.33,"5,343",451,0.00,2021-08-05,106,84 ,36,9
Total Salt system,72,,"1,436,043",,"568,244","-1,156",,2021-08-05,106,84 ,36,9
Horseshoe Lake (Horseshoe Dam),30,"1,989.60","32,559",36.40,"76,658",194,0.00,2021-08-05,106,84 ,36,9
Bartlett Lake (Bartlett Dam),47,"1,755.06","83,269",42.94,"94,917",132,0.00,2021-08-05,106,84 ,36,9
Total Verde system,40,,"115,828",,"171,575",326,,2021-08-05,106,84 ,36,9
Total Reservoir System,68,,"1,551,871",,"739,819",-830,,2021-08-05,106,84 ,36,9
Total system year ago,88,,,,,,,2021-08-05,106,84 ,36,9
Roosevelt Lake (Roosevelt Dam),66,"2,121.90","1,084,646",29.10,"546,886","-1,413",0.00,2021-08-06,106,84 ,40,19
Apache Lake (Horse Mesa Dam),94,"1,908.14","229,849",5.86,"15,289",-326,0.00,2021-08-06,106,84 ,40,19
Canyon Lake (Mormon Flat Dam),96,"1,658.15","55,632",2.35,"2,220",245,0.00,2021-08-06,106,84 ,40,19
Saguaro Lake (Stewart Mountain Dam),93,"1,524.95","64,758",4.05,"5,007",336,0.00,2021-08-06,106,84 ,40,19
Total Salt system,72,,"1,434,885",,"569,402","-1,158",,2021-08-06,106,84 ,40,19
Horseshoe Lake (Horseshoe Dam),30,"1,989.62","32,587",36.38,"76,630",28,0.00,2021-08-06,106,84 ,40,19
Bartlett Lake (Bartlett Dam),47,"1,755.21","83,517",42.79,"94,669",248,0.00,2021-08-06,106,84 ,40,19
Total Verde system,40,,"116,104",,"171,299",276,,2021-08-06,106,84 ,40,19
Total Reservoir System,68,,"1,550,989",,"740,701",-882,,2021-08-06,106,84 ,40,19
Total system year ago,88,,,,,,,2021-08-06,106,84 ,40,19
Roosevelt Lake (Roosevelt Dam),66,"2,121.78","1,082,826",29.22,"548,706","-1,820",0.00,2021-08-07,105,84 ,44,26
Apache Lake (Horse Mesa Dam),94,"1,908.77","231,448",5.23,"13,690","1,599",0.00,2021-08-07,105,84 ,44,26
Canyon Lake (Mormon Flat Dam),96,"1,657.79","55,295",2.71,"2,557",-337,0.00,2021-08-07,105,84 ,44,26
Saguaro Lake (Stewart Mountain Dam),92,"1,524.20","63,853",4.80,"5,912",-905,0.00,2021-08-07,105,84 ,44,26
Total Salt system,72,,"1,433,422",,"570,865","-1,463",,2021-08-07,105,84 ,44,26
Horseshoe Lake (Horseshoe Dam),30,"1,989.57","32,519",36.43,"76,698",-68,0.00,2021-08-07,105,84 ,44,26
Bartlett Lake (Bartlett Dam),47,"1,755.31","83,694",42.69,"94,492",177,0.00,2021-08-07,105,84 ,44,26
Total Verde system,40,,"116,213",,"171,190",109,,2021-08-07,105,84 ,44,26
Total Reservoir System,68,,"1,549,635",,"742,055","-1,354",,2021-08-07,105,84 ,44,26
Total system year ago,88,,,,,,,2021-08-07,105,84 ,44,26
Roosevelt Lake (Roosevelt Dam),66,"2,121.72","1,081,846",29.28,"549,686",-980,0.00,2021-08-08,105,84 ,41,21
Apache Lake (Horse Mesa Dam),95,"1,908.91","231,817",5.09,"13,321",369,0.00,2021-08-08,105,84 ,41,21
Canyon Lake (Mormon Flat Dam),95,"1,657.30","54,840",3.20,"3,012",-455,0.00,2021-08-08,105,84 ,41,21
Saguaro Lake (Stewart Mountain Dam),90,"1,523.47","62,975",5.53,"6,790",-878,0.00,2021-08-08,105,84 ,41,21
Total Salt system,71,,"1,431,478",,"572,809","-1,944",,2021-08-08,105,84 ,41,21
Horseshoe Lake (Horseshoe Dam),30,"1,989.53","32,443",36.47,"76,774",-76,0.00,2021-08-08,105,84 ,41,21
Bartlett Lake (Bartlett Dam),47,"1,755.46","83,944",42.54,"94,242",250,0.00,2021-08-08,105,84 ,41,21
Total Verde system,40,,"116,387",,"171,016",174,,2021-08-08,105,84 ,41,21
Total Reservoir System,68,,"1,547,865",,"743,825","-1,770",,2021-08-08,105,84 ,41,21
Total system year ago,88,,,,,,,2021-08-08,105,84 ,41,21
Roosevelt Lake (Roosevelt Dam),66,"2,121.63","1,080,350",29.37,"551,182","-1,496",0.00,2021-08-09,105,84 ,39,19
Apache Lake (Horse Mesa Dam),93,"1,907.69","228,675",6.31,"16,463","-3,142",0.00,2021-08-09,105,84 ,39,19
Canyon Lake (Mormon Flat Dam),96,"1,657.85","55,351",2.65,"2,501",511,0.00,2021-08-09,105,84 ,39,19
Saguaro Lake (Stewart Mountain Dam),93,"1,525.00","64,812",4.00,"4,953","1,837",0.00,2021-08-09,105,84 ,39,19
Total Salt system,71,,"1,429,188",,"575,099","-2,290",,2021-08-09,105,84 ,39,19
Horseshoe Lake (Horseshoe Dam),30,"1,989.43","32,285",36.57,"76,932",-158,0.00,2021-08-09,105,84 ,39,19
Bartlett Lake (Bartlett Dam),47,"1,755.55","84,098",42.45,"94,088",154,0.00,2021-08-09,105,84 ,39,19
Total Verde system,40,,"116,383",,"171,020",-4,,2021-08-09,105,84 ,39,19
Total Reservoir System,67,,"1,545,571",,"746,119","-2,294",,2021-08-09,105,84 ,39,19
Total system year ago,88,,,,,,,2021-08-09,105,84 ,39,19
Roosevelt Lake (Roosevelt Dam),66,"2,121.63","1,080,350",29.37,"551,182",0,0.05,2021-08-10,105,84 ,53,36
Apache Lake (Horse Mesa Dam),93,"1,907.54","228,291",6.46,"16,847",-384,0.05,2021-08-10,105,84 ,53,36
Canyon Lake (Mormon Flat Dam),95,"1,657.40","54,931",3.10,"2,921",-420,0.35,2021-08-10,105,84 ,53,36
Saguaro Lake (Stewart Mountain Dam),92,"1,524.51","64,223",4.49,"5,542",-589,0.15,2021-08-10,105,84 ,53,36
Total Salt system,71,,"1,427,795",,"576,492","-1,393",,2021-08-10,105,84 ,53,36
Horseshoe Lake (Horseshoe Dam),29,"1,989.32","32,115",36.68,"77,102",-170,0.05,2021-08-10,105,84 ,53,36
Bartlett Lake (Bartlett Dam),47,"1,755.64","84,250",42.36,"93,936",152,0.08,2021-08-10,105,84 ,53,36
Total Verde system,40,,"116,365",,"171,038",-18,,2021-08-10,105,84 ,53,36
Total Reservoir System,67,,"1,544,160",,"747,530","-1,411",,2021-08-10,105,84 ,53,36
Total system year ago,88,,,,,,,2021-08-10,105,84 ,53,36
Roosevelt Lake (Roosevelt Dam),66,"2,121.64","1,080,528",29.36,"551,004",178,0.21,2021-08-11,105,84 ,88,50
Apache Lake (Horse Mesa Dam),93,"1,907.03","227,010",6.97,"18,128","-1,281",0.50,2021-08-11,105,84 ,88,50
Canyon Lake (Mormon Flat Dam),95,"1,657.32","54,861",3.18,"2,991",-70,0.10,2021-08-11,105,84 ,88,50
Saguaro Lake (Stewart Mountain Dam),93,"1,525.12","64,957",3.88,"4,808",734,0.43,2021-08-11,105,84 ,88,50
Total Salt system,71,,"1,427,356",,"576,931",-439,,2021-08-11,105,84 ,88,50
Horseshoe Lake (Horseshoe Dam),29,"1,989.20","31,941",36.80,"77,276",-174,0.02,2021-08-11,105,84 ,88,50
Bartlett Lake (Bartlett Dam),47,"1,755.86","84,608",42.14,"93,578",358,0.25,2021-08-11,105,84 ,88,50
Total Verde system,41,,"116,549",,"170,854",184,,2021-08-11,105,84 ,88,50
Total Reservoir System,67,,"1,543,905",,"747,785",-255,,2021-08-11,105,84 ,88,50
Total system year ago,88,,,,,,,2021-08-11,105,84 ,88,50
Roosevelt Lake (Roosevelt Dam),66,"2,121.91","1,084,843",29.09,"546,689","4,315",1.33,2021-08-12,105,84 ,79,39
Apache Lake (Horse Mesa Dam),93,"1,907.69","228,695",6.31,"16,443","1,685",2.15,2021-08-12,105,84 ,79,39
Canyon Lake (Mormon Flat Dam),95,"1,657.49","55,022",3.01,"2,830",161,1.00,2021-08-12,105,84 ,79,39
Saguaro Lake (Stewart Mountain Dam),94,"1,525.90","65,907",3.10,"3,858",950,1.95,2021-08-12,105,84 ,79,39
Total Salt system,72,,"1,434,467",,"569,820","7,111",,2021-08-12,105,84 ,79,39
Horseshoe Lake (Horseshoe Dam),29,"1,988.98","31,589",37.02,"77,628",-352,1.65,2021-08-12,105,84 ,79,39
Bartlett Lake (Bartlett Dam),49,"1,757.04","86,622",40.96,"91,564","2,014",1.20,2021-08-12,105,84 ,79,39
Total Verde system,41,,"118,211",,"169,192","1,662",,2021-08-12,105,84 ,79,39
Total Reservoir System,68,,"1,552,678",,"739,012","8,773",,2021-08-12,105,84 ,79,39
Total system year ago,87,,,,,,,2021-08-12,105,84 ,79,39
Roosevelt Lake (Roosevelt Dam),67,"2,122.03","1,086,774",28.97,"544,758","1,931",1.03,2021-08-13,105,84 ,79,42
Apache Lake (Horse Mesa Dam),93,"1,907.61","228,483",6.39,"16,655",-212,1.55,2021-08-13,105,84 ,79,42
Canyon Lake (Mormon Flat Dam),97,"1,658.65","56,103",1.85,"1,749","1,081",0.49,2021-08-13,105,84 ,79,42
Saguaro Lake (Stewart Mountain Dam),93,"1,524.79","64,567",4.21,"5,198","-1,340",0.07,2021-08-13,105,84 ,79,42
Total Salt system,72,,"1,435,927",,"568,360","1,460",,2021-08-13,105,84 ,79,42
Horseshoe Lake (Horseshoe Dam),29,"1,989.02","31,652",36.98,"77,565",63,0.23,2021-08-13,105,84 ,79,42
Bartlett Lake (Bartlett Dam),49,"1,757.93","88,167",40.07,"90,019","1,545",0.29,2021-08-13,105,84 ,79,42
Total Verde system,42,,"119,819",,"167,584","1,608",,2021-08-13,105,84 ,79,42
Total Reservoir System,68,,"1,555,746",,"735,944","3,068",,2021-08-13,105,84 ,79,42
Total system year ago,87,,,,,,,2021-08-13,105,84 ,79,42
Roosevelt Lake (Roosevelt Dam),67,"2,122.14","1,088,593",28.86,"542,939","1,819",2.21,2021-08-14,105,84 ,84,35
Apache Lake (Horse Mesa Dam),94,"1,908.83","231,603",5.17,"13,535","3,120",0.81,2021-08-14,105,84 ,84,35
Canyon Lake (Mormon Flat Dam),96,"1,657.95","55,450",2.55,"2,402",-653,0.60,2021-08-14,105,84 ,84,35
Saguaro Lake (Stewart Mountain Dam),93,"1,525.24","65,102",3.76,"4,663",535,0.92,2021-08-14,105,84 ,84,35
Total Salt system,72,,"1,440,748",,"563,539","4,821",,2021-08-14,105,84 ,84,35
Horseshoe Lake (Horseshoe Dam),29,"1,989.10","31,784",36.90,"77,433",132,0.05,2021-08-14,105,84 ,84,35
Bartlett Lake (Bartlett Dam),50,"1,758.35","88,886",39.65,"89,300",719,0.29,2021-08-14,105,84 ,84,35
Total Verde system,42,,"120,670",,"166,733",851,,2021-08-14,105,84 ,84,35
Total Reservoir System,68,,"1,561,418",,"730,272","5,672",,2021-08-14,105,84 ,84,35
Total system year ago,87,,,,,,,2021-08-14,105,84 ,84,35
Roosevelt Lake (Roosevelt Dam),67,"2,122.21","1,089,654",28.79,"541,878","1,061",0.03,2021-08-15,105,84 ,94,49
Apache Lake (Horse Mesa Dam),95,"1,909.16","232,454",4.84,"12,684",851,0.04,2021-08-15,105,84 ,94,49
Canyon Lake (Mormon Flat Dam),95,"1,657.68","55,197",2.82,"2,655",-253,0.04,2021-08-15,105,84 ,94,49
Saguaro Lake (Stewart Mountain Dam),93,"1,524.76","64,531",4.24,"5,234",-571,0.08,2021-08-15,105,84 ,94,49
Total Salt system,72,,"1,441,836",,"562,451","1,088",,2021-08-15,105,84 ,94,49
Horseshoe Lake (Horseshoe Dam),30,"1,989.41","32,259",36.59,"76,958",475,0.01,2021-08-15,105,84 ,94,49
Bartlett Lake (Bartlett Dam),50,"1,758.79","89,663",39.21,"88,523",777,0.25,2021-08-15,105,84 ,94,49
Total Verde system,42,,"121,922",,"165,481","1,252",,2021-08-15,105,84 ,94,49
Total Reservoir System,68,,"1,563,758",,"727,932","2,340",,2021-08-15,105,84 ,94,49
Total system year ago,87,,,,,,,2021-08-15,105,84 ,94,49
Roosevelt Lake (Roosevelt Dam),67,"2,122.32","1,091,487",28.68,"540,045","1,833",0.00,2021-08-16,105,84 ,77,36
Apache Lake (Horse Mesa Dam),95,"1,909.13","232,398",4.87,"12,740",-56,0.00,2021-08-16,105,84 ,77,36
Canyon Lake (Mormon Flat Dam),95,"1,657.70","55,211",2.80,"2,641",14,0.00,2021-08-16,105,84 ,77,36
Saguaro Lake (Stewart Mountain Dam),92,"1,524.43","64,133",4.57,"5,632",-398,0.05,2021-08-16,105,84 ,77,36
Total Salt system,72,,"1,443,229",,"561,058","1,393",,2021-08-16,105,84 ,77,36
Horseshoe Lake (Horseshoe Dam),30,"1,989.51","32,417",36.49,"76,800",158,0.00,2021-08-16,105,84 ,77,36
Bartlett Lake (Bartlett Dam),51,"1,759.11","90,222",38.89,"87,964",559,0.00,2021-08-16,105,84 ,77,36
Total Verde system,43,,"122,639",,"164,764",717,,2021-08-16,105,84 ,77,36
Total Reservoir System,68,,"1,565,868",,"725,822","2,110",,2021-08-16,105,84 ,77,36
Total system year ago,87,,,,,,,2021-08-16,105,84 ,77,36
Roosevelt Lake (Roosevelt Dam),67,"2,122.54","1,094,945",28.46,"536,587","3,458",0.30,2021-08-17,105,84 ,91,36
Apache Lake (Horse Mesa Dam),94,"1,908.67","231,198",5.33,"13,940","-1,200",1.15,2021-08-17,105,84 ,91,36
Canyon Lake (Mormon Flat Dam),96,"1,658.32","55,794",2.18,"2,058",583,0.28,2021-08-17,105,84 ,91,36
Saguaro Lake (Stewart Mountain Dam),93,"1,525.27","65,139",3.73,"4,626","1,006",0.35,2021-08-17,105,84 ,91,36
Total Salt system,72,,"1,447,076",,"557,211","3,847",,2021-08-17,105,84 ,91,36
Horseshoe Lake (Horseshoe Dam),30,"1,989.45","32,315",36.55,"76,902",-102,0.08,2021-08-17,105,84 ,91,36
Bartlett Lake (Bartlett Dam),51,"1,759.60","91,099",38.40,"87,087",877,0.30,2021-08-17,105,84 ,91,36
Total Verde system,43,,"123,414",,"163,989",775,,2021-08-17,105,84 ,91,36
Total Reservoir System,69,,"1,570,490",,"721,200","4,622",,2021-08-17,105,84 ,91,36
Total system year ago,87,,,,,,,2021-08-17,105,84 ,91,36
Roosevelt Lake (Roosevelt Dam),67,"2,122.69","1,097,387",28.31,"534,145","2,442",0.00,2021-08-18,105,84 ,84,39
Apache Lake (Horse Mesa Dam),95,"1,909.07","232,243",4.93,"12,895","1,045",0.00,2021-08-18,105,84 ,84,39
Canyon Lake (Mormon Flat Dam),95,"1,657.38","54,910",3.12,"2,942",-884,0.00,2021-08-18,105,84 ,84,39
Saguaro Lake (Stewart Mountain Dam),92,"1,524.69","64,440",4.31,"5,325",-699,0.00,2021-08-18,105,84 ,84,39
Total Salt system,72,,"1,448,980",,"555,307","1,904",,2021-08-18,105,84 ,84,39
Horseshoe Lake (Horseshoe Dam),30,"1,989.47","32,356",36.53,"76,861",41,0.00,2021-08-18,105,84 ,84,39
Bartlett Lake (Bartlett Dam),51,"1,759.96","91,736",38.04,"86,450",637,0.42,2021-08-18,105,84 ,84,39
Total Verde system,43,,"124,092",,"163,311",678,,2021-08-18,105,84 ,84,39
Total Reservoir System,69,,"1,573,072",,"718,618","2,582",,2021-08-18,105,84 ,84,39
Total system year ago,87,,,,,,,2021-08-18,105,84 ,84,39
Roosevelt Lake (Roosevelt Dam),69,"2,124.38","1,125,422",26.62,"506,110","28,035",2.32,2021-08-19,105,84 ,74,43
Apache Lake (Horse Mesa Dam),95,"1,909.71","233,889",4.29,"11,249","1,646",0.22,2021-08-19,105,84 ,74,43
Canyon Lake (Mormon Flat Dam),95,"1,657.70","55,211",2.80,"2,641",301,0.08,2021-08-19,105,84 ,74,43
Saguaro Lake (Stewart Mountain Dam),93,"1,525.25","65,121",3.75,"4,644",681,0.06,2021-08-19,105,84 ,74,43
Total Salt system,74,,"1,479,643",,"524,644","30,663",,2021-08-19,105,84 ,74,43
Horseshoe Lake (Horseshoe Dam),33,"1,991.52","35,633",34.48,"73,584","3,277",2.35,2021-08-19,105,84 ,74,43
Bartlett Lake (Bartlett Dam),53,"1,761.83","95,119",36.17,"83,067","3,383",1.88,2021-08-19,105,84 ,74,43
Total Verde system,45,,"130,752",,"156,651","6,660",,2021-08-19,105,84 ,74,43
Total Reservoir System,70,,"1,610,395",,"681,295","37,323",,2021-08-19,105,84 ,74,43
Total system year ago,86,,,,,,,2021-08-19,105,84 ,74,43
Roosevelt Lake (Roosevelt Dam),-,n/r,-,-,-,-,n/r,2021-08-20,-,- ,-,-
Apache Lake (Horse Mesa Dam),-,n/r,-,-,-,-,n/r,2021-08-20,-,- ,-,-
Canyon Lake (Mormon Flat Dam),-,n/r,-,-,-,-,n/r,2021-08-20,-,- ,-,-
Saguaro Lake (Stewart Mountain Dam),-,n/r,-,-,-,-,n/r,2021-08-20,-,- ,-,-
Total Salt system,-,,-,,-,-,,2021-08-20,-,- ,-,-
Horseshoe Lake (Horseshoe Dam),-,n/r,-,-,-,-,n/r,2021-08-20,-,- ,-,-
Bartlett Lake (Bartlett Dam),-,n/r,-,-,-,-,n/r,2021-08-20,-,- ,-,-
Total Verde system,-,,-,,-,-,,2021-08-20,-,- ,-,-
Total Reservoir System,-,,-,,-,-,,2021-08-20,-,- ,-,-
Total system year ago,-,,,,,,,2021-08-20,-,- ,-,-
Roosevelt Lake (Roosevelt Dam),70,"2,125.13","1,138,002",25.87,"493,530","4,307",0.00,2021-08-21,105,83 ,57,26
Apache Lake (Horse Mesa Dam),95,"1,909.24","232,668",4.76,"12,470",-57,0.00,2021-08-21,105,83 ,57,26
Canyon Lake (Mormon Flat Dam),96,"1,657.75","55,260",2.75,"2,592",98,0.00,2021-08-21,105,83 ,57,26
Saguaro Lake (Stewart Mountain Dam),93,"1,524.99","64,804",4.01,"4,961","-1,039",0.00,2021-08-21,105,83 ,57,26
Total Salt system,74,,"1,490,734",,"513,553","3,309",,2021-08-21,105,83 ,57,26
Horseshoe Lake (Horseshoe Dam),40,"1,996.08","43,351",29.92,"65,866","4,612",0.00,2021-08-21,105,83 ,57,26
